Frame ID,Average Speed,Sum Area
11,125.809,1147.099
12,125.809,1235.2046
13,125.809,1217.5912
14,125.809,1460.6761
15,125.809,1811.2931
16,125.809,2079.8311
17,125.809,2222.2844
18,125.809,2311.7219
19,125.809,2273.1318
20,125.809,2367.4685
21,125.809,2303.0574
22,125.809,2460.594
23,125.809,2854.3098
24,125.809,3024.2087
25,125.809,3316.4421
26,125.809,3384.874
27,125.809,3538.6084
39,77.7863,3236.418
40,77.7863,3342.5159
41,94.47595,4301.0967
42,94.47595,4020.0149
43,94.47595,4096.2477
44,94.47595,4234.396
45,94.47595,4677.493200000001
46,130.55203333333333,7709.1849
47,130.55203333333333,8024.776900000001
48,133.455075,9766.4759
49,133.455075,9738.516899999999
50,133.455075,10040.346399999999
51,133.455075,10174.9874
52,133.455075,10095.3881
53,133.455075,10613.912199999999
54,133.455075,11146.118299999998
55,133.455075,11276.492299999998
56,133.455075,11556.0665
57,133.455075,11680.2779
58,133.455075,11621.0339
59,133.455075,11826.4817
60,140.8849,6855.095799999999
61,140.8849,6916.516799999999
62,140.24525,2932.374
63,140.24525,2835.1094000000003
64,140.24525,2873.169
65,140.24525,2752.2619
66,140.24525,2607.8884
67,140.24525,2467.1913
68,140.24525,2403.6863
69,140.24525,2331.5591
70,140.24525,2306.4956
71,140.24525,2234.4642000000003
72,140.24525,2118.9799
73,140.24525,2082.9563
74,140.24525,2083.7084
75,140.24525,2026.2705999999998
76,140.24525,1893.8999
77,140.24525,1900.3779
78,140.24525,1899.4261000000001
79,140.24525,1892.5185
80,140.24525,1779.4555
81,140.24525,1678.406
82,140.24525,1584.9569000000001
83,140.24525,1606.5174000000002
84,140.24525,1642.7257
85,140.24525,1595.2460999999998
86,140.24525,1514.7601
87,140.24525,1421.9418
88,140.24525,1386.5014999999999
89,140.24525,1301.5653
90,140.24525,1298.7891
91,140.24525,1269.8568
92,140.24525,1297.6671999999999
93,140.24525,1267.6294
94,140.24525,1263.3654000000001
95,140.24525,1260.8323
96,140.24525,1243.5759
97,140.24525,1204.7730000000001
98,140.24525,1148.4322
99,140.24525,1099.0184
100,140.24525,1067.5967
101,140.24525,993.2067999999999
102,140.24525,1078.8130999999998
103,140.24525,1109.683
104,140.24525,1109.5678
118,77.7863,523.3956
119,140.24525,765.6078
120,140.24525,717.2814000000001
121,140.24525,665.3678
122,140.24525,641.1042
123,140.24525,622.2373
124,140.24525,640.241
125,140.24525,682.5699999999999
126,140.24525,698.935
127,140.24525,654.7665
128,140.24525,644.0848000000001
129,140.24525,597.6838
130,140.24525,707.802
131,140.24525,765.309
132,140.24525,702.2717
133,140.24525,652.7455
134,140.24525,670.4013
135,140.24525,683.1287
136,140.24525,697.3924
137,140.24525,596.7206
138,140.24525,594.5591
139,140.24525,526.1359
140,140.24525,499.6826
141,140.24525,480.59929999999997
142,140.24525,463.9537
143,140.24525,447.3923
144,140.24525,433.0191
145,140.24525,431.557
146,140.24525,431.2433
147,140.24525,442.0855
148,140.24525,424.66869999999994
149,140.24525,435.8395
150,140.24525,448.8747
151,140.24525,431.9063
152,140.24525,415.1592
153,140.24525,391.8945
154,143.42413333333332,1859.6123000000002
155,143.42413333333332,1856.3356
156,143.42413333333332,1946.9035
157,113.7841,1916.5416
158,113.7841,1971.1151
159,113.7841,2066.7556
160,113.7841,2241.361
161,113.7841,2394.2613
162,113.7841,2480.1358
163,113.7841,2624.0938
164,113.7841,2700.9622
165,113.7841,2942.9649
166,113.7841,3169.3665
167,113.7841,3630.4481
168,113.7841,3915.7281999999996
169,113.7841,4392.399600000001
170,95.1477,2999.6657
171,95.1477,2771.87
172,95.1477,2704.2164000000002
173,95.1477,2586.4577000000004
174,95.1477,2594.4264000000003
175,95.1477,2534.5572
176,95.1477,2391.7824
177,95.1477,2170.9829
178,95.1477,2064.7128
179,95.1477,1981.9406999999999
180,95.1477,1914.3651
181,95.1477,2144.4726
182,95.1477,1962.9066
183,95.1477,1827.9625
184,95.1477,1718.5056000000002
185,95.1477,1736.2137
186,95.1477,1660.2036999999998
187,95.1477,1568.5873000000001
188,95.1477,1493.5106
189,112.5091,1229.9237
190,112.5091,1207.2024
191,112.5091,1260.014
192,112.5091,1131.8417
193,112.5091,1200.1831
194,112.5091,1106.7834
195,112.5091,1112.6239
196,112.5091,1191.8318
197,112.5091,1236.7842
198,112.5091,1246.8075
199,112.5091,1221.8064
200,112.5091,1197.3871
201,112.5091,1153.1514
202,112.5091,1083.1565
203,112.5091,1036.8682
204,112.5091,1082.6799
205,112.5091,1139.6381
206,112.5091,1118.9838
207,112.5091,995.036
208,127.99825000000001,2334.2114
209,127.99825000000001,2433.2234
210,141.84816666666666,3956.8958000000002
211,141.84816666666666,4137.223
212,141.84816666666666,4299.158
213,141.84816666666666,4534.0464
214,141.84816666666666,4823.5587
215,141.84816666666666,5010.6326
216,141.84816666666666,5270.7084
217,141.84816666666666,5459.1729000000005
218,141.84816666666666,5604.4496
219,141.84816666666666,5916.006300000001
220,141.84816666666666,6205.5046999999995
221,141.84816666666666,6468.6111
222,141.84816666666666,7303.366599999999
223,141.84816666666666,8026.4583
224,127.99825000000001,5049.975700000001
225,127.99825000000001,5073.1107
226,120.72173333333335,6895.4238
227,109.3389,2014.1221999999998
228,112.5091,629.7159
229,109.3389,2152.544
230,109.3389,2337.2331
231,109.3389,2480.1125
232,109.3389,2377.1629000000003
233,109.3389,2218.6353
234,109.3389,2187.9773
235,126.57586666666667,3341.9615
236,126.57586666666667,3526.3453
237,126.57586666666667,3657.6108000000004
238,126.57586666666667,3744.3628000000003
239,126.57586666666667,3754.3550000000005
240,126.57586666666667,3673.0008
241,126.57586666666667,3745.0522
242,126.57586666666667,3903.31
243,126.57586666666667,3926.0701
244,126.57586666666667,3975.7994
245,126.57586666666667,4051.3514999999998
246,126.57586666666667,4145.0434
247,126.57586666666667,4073.3866000000003
248,126.57586666666667,4291.411099999999
249,126.57586666666667,4495.3795
